Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
36,1176,2,4,2,53,3,2,4,9117,18768,1,0,13,2,3,0,0,0,3,0,15,0,2,0
35,1337,10,2,3,39,3,1,3,2000,19536,2,1,11,4,4,2,4,5,3,14,1,9,4,1
46,1358,1,3,3,57,2,3,4,6595,21708,2,1,17,3,2,3,13,4,2,4,0,0,1,0
40,1248,16,3,4,98,4,2,1,2552,19262,1,0,21,3,3,0,11,0,4,0,1,0,1,0
35,939,5,3,4,45,3,2,3,4896,13571,1,1,16,3,4,0,19,1,1,0,2,3,1,1
44,1110,4,5,3,72,4,2,4,4205,14391,0,0,20,3,1,0,0,2,3,4,7,1,4,0
49,660,1,3,4,60,2,2,2,6842,23249,1,0,17,3,4,1,0,3,4,3,4,1,1,0
41,1173,1,3,3,34,4,2,4,5508,8291,2,0,16,2,1,0,18,3,1,0,5,1,0,0
36,679,14,1,2,64,1,3,2,9629,19879,3,0,14,4,2,2,0,4,3,1,5,1,12,0
22,1193,1,1,4,79,2,2,1,3637,24231,2,0,15,1,2,1,9,4,4,13,7,1,2,0
25,729,7,2,3,65,1,4,2,7006,20005,5,0,15,4,4,1,12,2,3,4,0,0,0,0
32,617,2,1,4,91,3,2,4,5330,24896,1,0,19,3,2,2,6,1,3,2,1,3,3,0
29,665,1,4,4,50,4,1,3,2169,19688,1,1,11,3,1,0,16,5,4,1,1,0,4,1
34,501,1,4,3,36,3,4,4,3104,8584,1,0,11,4,3,0,0,1,3,0,1,0,2,0
36,1218,3,2,4,95,4,2,3,4559,22059,3,0,19,3,3,2,26,6,3,2,3,0,3,0
41,1232,18,4,4,56,3,1,3,8571,12838,2,0,18,4,3,2,9,3,3,12,1,2,0,0
35,1014,2,2,3,70,3,3,3,6197,15582,0,1,16,3,2,0,10,1,1,0,2,1,1,1
40,661,2,3,3,85,4,2,4,2741,13305,2,0,12,3,4,0,33,1,2,23,1,2,0,0
36,583,2,2,3,52,2,4,4,4581,12565,2,0,16,3,3,0,1,2,1,1,1,2,1,0
18,519,3,3,4,80,3,2,4,13479,15333,1,0,21,3,3,0,3,4,2,2,1,0,2,0
26,665,2,2,4,39,4,3,1,5195,14438,0,0,23,3,2,0,23,1,1,0,4,0,1,1
34,1390,10,3,1,50,4,1,3,4172,18766,1,0,20,3,3,1,0,1,3,4,2,1,2,0
23,741,3,3,3,40,4,2,3,6284,21823,3,1,10,3,4,2,15,4,2,3,10,0,2,0
41,854,3,5,3,86,4,5,4,7198,13050,1,1,20,3,3,0,7,0,4,5,5,0,1,0
51,605,1,1,1,45,2,3,2,3912,11633,5,0,13,4,1,1,0,1,4,3,1,4,0,0
48,722,20,2,1,80,4,1,2,6318,19337,2,0,14,4,2,0,16,3,3,2,0,2,0,0
33,1019,1,1,3,96,3,1,3,4169,19395,3,1,12,3,4,1,16,2,3,6,3,0,0,0
50,1107,1,3,3,66,4,2,2,7042,23319,2,0,21,3,4,1,12,0,2,0,3,2,3,0
37,745,5,1,3,67,3,3,2,5349,8271,0,0,19,3,1,2,28,1,3,3,1,1,5,0
32,557,4,4,2,62,3,3,4,6254,22501,1,1,19,3,3,0,5,2,3,0,0,0,3,0
29,891,2,3,2,52,3,3,3,3362,16857,1,0,20,3,1,0,18,1,4,2,2,0,3,0
32,734,2,3,4,63,3,2,4,3259,18562,3,0,13,4,3,1,14,0,1,7,0,0,1,0
32,719,7,3,3,72,1,3,4,7885,9553,4,0,16,3,3,0,19,1,3,0,8,0,3,0
37,1459,1,2,2,99,4,2,2,4723,15354,2,0,19,3,4,0,7,3,3,13,2,0,2,0
37,1116,8,2,3,95,4,1,3,5667,11864,3,1,19,4,1,0,0,0,3,10,1,5,0,0
36,1056,5,3,3,90,2,2,1,4216,12321,0,0,21,3,4,1,6,3,2,2,0,1,7,0
40,915,2,3,1,92,4,5,4,7702,16569,0,0,14,4,3,0,11,3,3,0,3,3,0,0
47,928,3,2,2,62,3,3,3,3626,21811,1,0,21,3,4,3,17,2,3,7,3,0,2,0
45,1040,1,2,1,76,3,2,3,4592,20644,2,0,16,3,3,1,12,1,3,10,2,0,2,0
21,1196,6,5,4,92,2,3,3,7280,18046,2,0,20,4,1,0,13,4,3,0,2,4,5,0
18,1202,3,1,4,57,4,4,3,8835,17170,2,0,16,3,4,1,25,1,2,12,2,1,7,0
45,671,1,4,4,97,3,2,2,3782,15264,2,1,24,3,1,0,11,3,2,12,1,4,8,1
22,1000,4,4,4,59,3,2,3,13093,24536,0,0,12,3,3,1,7,1,1,3,8,0,2,0
33,911,27,2,4,72,3,5,4,5748,17523,2,0,20,4,4,1,15,3,2,7,1,4,3,0
24,1370,2,2,3,79,1,4,4,2917,12317,1,0,18,3,1,1,0,2,2,2,0,1,0,0
18,1131,12,2,3,96,3,2,3,5910,11911,0,0,12,3,3,2,0,2,2,4,1,0,2,0
41,1032,2,3,1,47,2,2,3,4058,18393,1,0,10,3,4,0,10,3,2,1,0,2,6,0
43,615,1,3,3,82,2,2,4,6106,16888,1,0,21,3,4,3,4,0,3,0,1,3,1,0
30,1105,1,4,4,66,3,1,1,4810,8130,0,0,12,1,4,2,7,2,4,6,2,0,0,0
18,617,2,5,3,48,4,5,4,5100,22111,2,0,12,3,2,0,19,3,3,0,0,8,0,0
30,837,1,3,3,84,3,2,2,3115,19970,2,0,24,3,4,0,16,2,3,4,6,2,1,0
39,642,1,2,2,68,2,4,4,8062,19251,2,0,20,3,4,0,11,4,4,10,2,0,0,0
21,1192,12,2,3,76,3,1,3,2757,9169,2,1,13,4,4,0,12,5,3,1,1,0,1,1
37,706,9,4,4,52,4,2,3,2823,14154,0,0,18,3,4,1,8,3,2,2,1,0,1,0
35,891,6,2,4,63,3,1,4,5905,23901,3,0,18,3,1,0,18,0,3,4,1,0,1,0
41,1395,1,1,3,73,4,3,1,10953,22664,0,0,22,3,2,3,18,0,3,1,0,1,0,0
37,704,1,4,4,58,3,2,3,4120,12854,2,1,20,3,3,0,19,1,3,9,0,3,6,0
26,1007,1,3,3,43,4,3,3,6977,10670,0,0,22,4,4,0,19,3,4,2,0,2,3,0
47,919,6,5,4,97,2,1,4,8405,15634,4,0,13,3,3,0,12,1,3,4,1,1,2,0
34,518,13,3,3,65,3,1,2,7386,14049,0,0,19,3,4,0,6,1,4,1,0,0,2,0
35,1292,2,1,3,81,3,1,4,4206,19597,5,1,10,2,4,2,10,3,3,0,0,6,1,0
26,569,1,5,3,58,3,1,3,2848,24429,4,0,11,4,4,1,12,3,3,0,5,0,5,0
31,974,3,2,4,54,4,3,2,2000,14171,0,0,20,3,4,0,6,0,3,0,0,0,7,0
27,1060,2,3,4,58,4,2,4,4309,9057,0,1,10,3,4,2,25,2,4,3,2,2,0,0
34,1128,2,3,1,58,2,2,1,8857,23259,2,0,18,3,4,2,25,2,1,4,0,2,0,0
53,1188,4,1,1,68,2,2,3,2801,8645,3,1,22,4,4,2,11,3,3,0,0,8,3,1
22,753,6,3,4,68,3,1,1,6975,24197,1,0,15,3,1,2,20,1,4,0,4,6,0,1
19,509,1,2,3,64,2,1,3,3056,19297,1,0,10,4,2,1,16,1,3,3,0,4,7,0
50,1223,1,3,3,39,3,1,3,5182,24008,2,0,20,3,2,1,8,1,2,8,0,1,3,0
33,1035,25,3,3,64,4,4,3,7001,11394,4,1,23,3,1,0,15,1,2,4,2,0,1,1
29,1336,1,4,1,41,4,2,3,3534,8691,1,0,20,4,2,0,5,4,3,0,0,1,1,0
46,1321,1,4,4,38,3,1,3,5352,16299,1,0,18,3,4,1,4,2,4,10,1,0,3,0
29,1343,1,2,4,95,4,1,2,3993,15660,0,0,13,2,3,2,15,2,3,12,1,0,0,0
54,985,1,3,3,72,3,4,3,6992,13635,1,0,10,4,3,1,15,4,3,1,1,0,6,0
42,833,2,3,3,76,2,3,4,5528,24280,0,1,20,3,4,3,33,2,2,4,0,0,0,0
31,1291,8,2,4,58,3,3,4,5055,21983,1,0,13,3,3,0,10,1,3,3,10,1,11,0
57,951,2,4,1,93,3,2,2,10712,19246,2,0,22,3,2,1,7,1,3,14,2,0,0,0
29,683,2,4,4,74,3,1,1,6844,10768,3,0,16,3,4,1,19,6,3,3,2,0,4,0
43,1354,5,2,2,83,2,5,4,3480,20483,1,0,17,4,3,1,11,0,4,16,3,3,0,0
38,1382,3,3,3,55,3,3,3,4708,20359,4,0,21,3,4,1,6,3,4,1,4,2,1,0
49,966,9,2,4,97,3,2,3,4731,15226,3,0,21,3,3,0,7,4,2,2,2,5,2,0
51,575,10,3,4,87,4,4,4,5116,23721,2,0,19,3,3,0,10,4,3,7,4,1,0,0
36,887,1,2,3,89,3,3,3,17365,10838,1,0,24,3,4,3,20,2,1,7,1,0,1,0
28,1303,7,5,4,42,4,1,3,5916,12544,3,0,24,4,2,0,15,2,2,6,1,0,1,0
40,1401,3,4,3,48,4,2,4,2000,9074,3,0,24,4,4,1,5,2,2,9,5,2,2,0
29,703,22,3,2,49,2,1,4,3746,21522,2,0,22,3,1,1,26,4,3,6,6,3,2,0
56,566,3,3,4,48,3,1,2,2000,18569,1,0,20,1,3,0,4,2,3,5,0,0,4,0
37,1377,21,5,4,89,4,3,2,4167,13353,2,1,19,4,4,2,6,1,3,3,2,4,0,1
32,889,7,3,3,32,3,1,2,2000,10784,2,0,11,3,4,2,21,2,4,3,3,1,0,0
37,1041,1,2,3,35,4,4,4,3178,8682,4,0,14,3,2,3,23,2,2,2,0,0,1,0
22,1468,3,3,1,49,2,5,2,2297,10834,1,0,10,3,2,0,14,2,3,4,7,2,6,0
26,566,24,4,1,43,1,1,1,5955,15705,0,1,12,3,4,1,1,0,3,2,2,1,5,1
48,1148,9,3,3,46,4,2,4,4916,12202,7,0,16,4,1,2,12,1,2,0,3,0,2,0
29,574,1,3,4,85,4,3,2,5718,12402,1,0,12,3,3,3,1,6,4,0,0,1,6,0
25,875,6,4,3,69,4,3,1,4664,22884,2,0,23,4,4,3,31,1,3,12,0,3,4,0
41,1303,2,4,4,30,3,3,2,2447,16757,1,0,22,3,3,2,14,3,4,0,0,1,0,0
47,933,1,5,1,60,4,2,2,6353,20397,7,1,11,3,2,0,18,1,3,0,0,0,0,1
43,1497,2,1,3,58,4,2,3,12850,8607,1,0,13,4,3,0,9,3,2,2,2,5,1,0
45,1059,1,3,2,37,4,2,4,6030,14207,4,0,22,4,4,2,26,5,2,1,5,0,0,0
28,821,8,4,3,77,3,5,4,3972,16145,0,0,22,3,3,2,7,1,4,2,2,0,2,0
21,720,2,4,1,79,3,2,3,2406,11169,1,0,24,3,4,2,5,1,1,0,0,0,2,0
51,850,8,3,4,80,4,4,3,3121,10043,3,1,24,4,3,0,14,3,4,0,0,4,2,1
32,872,1,2,2,80,3,1,3,6164,22795,5,0,24,3,2,1,19,3,3,8,2,1,0,0
33,568,1,4,4,30,3,5,2,8404,23970,3,1,16,3,2,0,29,3,2,7,1,2,4,1
49,869,1,4,3,96,3,3,1,5599,9339,1,0,13,3,3,1,24,1,3,0,12,7,1,0
41,964,1,1,4,86,3,2,4,7331,13933,1,0,21,3,3,0,21,2,2,5,4,3,1,0
40,1222,1,3,3,93,3,2,2,7001,24290,3,0,14,3,3,3,6,4,1,4,4,0,15,0
57,1156,1,2,4,31,1,1,2,6331,9413,1,0,22,3,4,0,6,3,4,6,0,3,0,0
29,1208,4,3,1,95,4,1,3,3536,18941,3,0,18,2,4,1,4,4,3,3,4,2,1,0
45,508,1,1,4,86,3,1,3,5361,24527,2,0,21,3,2,0,10,4,3,1,0,0,3,0
36,717,2,3,4,88,3,1,1,3215,24629,0,0,14,3,4,1,0,2,2,5,2,0,6,0
38,1161,2,3,2,36,2,2,2,4957,16010,0,0,17,3,3,1,22,1,1,2,1,2,0,0
51,983,10,3,1,81,1,3,3,5798,10766,2,1,18,3,1,3,3,2,3,1,2,0,3,0
41,505,11,3,3,97,2,2,4,11377,11435,3,0,24,3,1,0,2,2,3,2,0,0,7,0
41,1304,3,4,4,77,3,1,2,2553,23123,1,0,13,3,3,0,8,1,4,7,1,2,1,0
46,1272,2,2,3,69,1,4,3,6252,23498,2,0,24,4,3,2,1,2,3,3,0,4,1,0
32,1048,1,2,3,96,4,2,3,10307,18333,1,0,22,3,2,0,17,6,4,1,0,0,3,0
27,566,15,4,2,61,2,5,4,7182,21024,1,0,20,3,1,0,4,2,2,8,3,1,0,0
25,1266,1,2,1,71,2,3,3,7453,20578,1,0,21,3,2,1,16,3,1,10,9,1,1,0
18,1083,1,5,4,63,2,1,2,6593,19250,3,0,19,1,4,1,19,2,2,2,4,2,6,0
56,1281,1,4,1,95,1,2,3,9406,22063,1,0,13,4,4,0,7,1,4,2,1,10,2,0
24,1251,1,3,3,35,4,3,4,2853,19651,4,1,12,3,3,0,6,1,4,4,0,2,0,0
33,1303,1,5,4,65,4,1,1,2457,17078,3,0,22,4,4,2,5,1,2,0,0,1,1,1
33,1018,7,1,2,78,3,1,3,4899,12028,4,1,20,2,3,1,3,2,1,5,0,9,2,1
39,640,1,3,4,85,2,1,1,2000,20646,2,0,13,3,4,0,8,2,3,7,11,0,1,0
44,1171,5,3,1,70,2,1,1,9093,16048,1,0,19,3,3,0,12,1,4,2,1,0,3,0
44,1120,1,3,3,93,3,2,3,9048,13011,1,0,16,3,3,1,0,4,4,0,5,1,4,0
30,1242,1,5,2,95,4,2,2,3957,21633,2,0,12,4,2,0,6,0,2,0,3,0,1,1
34,669,12,1,4,34,2,1,4,4083,19844,2,0,17,1,3,2,13,1,3,5,2,0,13,0
38,694,1,3,3,58,3,3,3,4740,23934,2,1,14,3,1,1,12,4,4,1,8,0,7,0
33,1390,8,3,3,31,3,2,3,5044,10812,4,1,11,3,2,1,0,2,2,3,0,2,0,0
52,1249,3,3,3,53,2,1,3,5237,19036,1,0,17,4,1,3,17,2,3,2,1,4,0,0
40,1408,1,2,2,67,3,1,3,6497,12152,2,0,18,4,3,0,21,2,3,0,6,0,1,0
43,1258,15,3,4,93,1,1,1,4508,23360,1,1,10,3,4,0,7,4,2,3,2,1,0,1
42,1097,1,4,3,89,4,2,4,7876,9691,1,0,16,3,3,1,0,3,4,3,0,0,1,0
47,1154,9,2,4,38,2,1,4,6142,19154,3,0,13,3,4,1,5,4,4,4,0,2,1,0
37,1389,1,4,2,36,3,2,2,3628,21448,1,0,10,3,3,0,5,3,3,1,4,1,0,0
23,1078,9,3,4,71,1,3,2,9581,14033,4,1,11,3,3,0,21,1,2,1,0,5,0,1
39,1132,1,4,2,67,4,2,2,2492,24220,2,0,12,3,2,0,3,1,3,8,7,0,0,0
29,656,3,4,3,48,2,1,4,4693,22462,0,0,12,4,4,0,9,4,2,6,0,1,0,0
30,973,7,2,2,92,4,2,4,7970,13008,5,0,22,4,1,2,25,1,2,7,2,0,1,0
41,1216,13,3,4,94,4,2,4,3423,8128,3,0,16,3,4,1,13,0,3,0,2,1,1,0
48,770,11,4,2,58,4,4,4,5737,13043,2,0,12,3,3,1,13,0,3,1,2,3,8,0
36,702,8,3,4,92,3,3,3,6448,12782,0,0,11,4,3,0,11,4,1,4,1,4,0,0
39,813,10,5,4,56,3,2,3,3196,23129,0,0,14,3,2,0,19,1,3,9,5,1,7,0
53,741,1,3,2,81,3,2,4,4739,24441,4,0,21,3,3,0,15,1,1,11,3,3,0,0
38,714,1,2,3,63,2,2,3,4544,9197,1,0,15,4,4,0,26,2,4,8,4,0,2,0
60,924,1,3,1,38,3,4,3,3729,16012,1,0,12,3,4,0,27,3,4,0,0,0,0,0
41,1407,2,5,3,94,2,1,3,15534,17321,1,1,16,3,4,0,14,3,3,8,0,3,5,0
18,1007,2,3,4,61,4,5,3,3355,9579,4,1,18,3,3,1,11,2,3,11,0,0,0,0
43,687,3,4,4,81,1,3,3,8123,14417,1,0,10,3,3,2,13,3,2,0,0,0,9,0
39,576,1,4,3,55,3,3,3,4038,13390,6,0,19,3,1,0,7,0,3,2,3,0,0,0
48,1196,5,3,2,31,3,1,4,2854,17112,3,1,15,3,4,3,13,1,4,3,2,0,0,0
42,882,1,1,3,37,3,2,3,5174,19240,0,0,10,3,3,2,0,2,2,1,4,0,1,0
34,1321,1,4,1,64,3,2,3,6799,19959,1,0,20,4,3,3,6,2,3,3,0,3,4,0
23,1159,3,3,4,78,2,1,4,7787,10324,3,1,20,3,4,2,18,2,3,10,1,1,9,0
33,1296,7,4,3,53,3,1,3,10733,21820,2,0,19,3,3,1,16,3,3,10,6,1,1,0
27,771,6,3,4,78,2,4,2,20000,19535,2,1,15,3,3,1,10,4,3,14,8,0,4,0
30,1192,5,3,2,78,4,2,1,5570,23114,2,1,17,3,2,0,15,1,4,3,7,1,3,1
41,764,1,4,3,79,4,2,3,3527,15638,1,0,15,3,3,2,24,2,2,2,5,2,2,0
52,1439,3,3,3,64,4,1,3,6163,23196,1,1,20,3,4,1,8,1,3,5,3,4,3,0
39,1136,1,3,1,94,1,3,4,4302,22718,2,0,18,3,3,1,0,5,4,2,7,7,0,0
24,824,2,3,3,64,2,3,3,7808,15452,1,0,11,3,2,1,17,1,3,0,3,1,1,0
40,769,2,3,4,61,2,2,3,2569,14479,2,0,19,3,1,1,16,2,4,6,9,9,4,0
